conflict_id,country,start_year,end_year,duration,deaths,avg_deaths,HR_before,HR_after,HR_rel_change,CV_global_homicides,CV_pop
391,Ethiopia,1993,1998,6,95.5,2.7673667782586295,,,,,17.950800691070757
392,Georgia,1992,1993,2,2177.0,6.992555880674602,6.3943225990000006,7.226083512600001,1.1300780341814594,,15.40700850726571
393,Georgia,1992,1992,1,134.0,4.897839799950911,6.3943225990000006,9.5349986422,1.4911663424193151,,15.399322922759401
393,Georgia,2004,2004,1,27.0,3.295836866004329,5.98280051225,7.3294753326,1.2250910451706747,6.504204151,15.183472909898887
393,Georgia,2008,2008,1,621.0,6.431331081933479,8.0632406765,4.829849939000001,0.5989961273358007,6.010090245,15.16318076795237
394,Moldova,1992,1992,1,585.0,6.371611847231857,6.6356965025,9.248064578200001,1.3936840804451787,,14.90647030716676
395,Afghanistan,1992,1998,7,881.5,4.835714852782612,,,,,16.798044616996485
395,Tajikistan,1992,1998,7,8069.5,7.0499366524205636,2.9599706225,3.8763108434,1.3095774714568134,,15.611825468728119
395,Tajikistan,2000,2000,1,46.0,3.828641396489095,7.6366523506,2.6878395171999996,0.35196567734143613,6.854248582,15.642690097556915
395,Tajikistan,2010,2011,2,126.0,4.143134726391533,1.9375838766000002,,,6.083969712,15.856407068166543
396,Azerbaijan,1993,1993,1,60.0,4.0943445622221,5.6475411079999995,4.8742719946,0.8630786215429882,,15.829720004706495
396,Azerbaijan,1995,1995,1,44.0,3.784189633918261,5.9482993506,3.593327174,0.6040931974342455,,15.854761416221729
397,Bosnia and Herzegovina,1993,1995,3,986.0,5.795044065934526,1.635516427,2.639172356,1.6136630072502476,,15.158127027452505
397,Croatia,1993,1995,3,58.0,2.9618307218783095,6.741939049,2.4758837862,0.36723615686902955,,15.345911756543332
398,Bosnia and Herzegovina,1992,1994,3,8637.0,7.965198290612176,1.635516427,,,,15.185809420467933
399,Russian Federation,1993,1993,1,145.0,4.976733742420574,17.496483166666668,27.132408251999998,1.5507349673385313,,18.815817881710544
400,Mexico,1994,1994,1,145.0,4.976733742420574,18.0279902125,14.741932151999999,0.8177246591679664,,18.31705645351618
400,Mexico,1996,1996,1,37.0,3.6109179126442243,17.889392268,12.443294378,0.6955683117451779,,18.34968993148131
401,Georgia,1999,2007,9,644.5,4.2712502450430225,7.226083512600001,5.336098745,0.7384496367493587,6.012406023,15.166218673245783
401,Qatar,1999,2007,9,575.5,4.158014650825718,0.674355823,0.40987420100000005,0.6078010851550103,6.012406023,14.013082730686346
401,Russian Federation,1994,1996,3,4704.0,7.357556200910353,20.7146842,25.994830316,1.2548987020521414,,18.81380419954211
401,Russian Federation,1999,2007,9,12254.0,7.21638311594938,27.132408251999998,11.837778168,0.43629662571981265,6.012406023,18.776991419553443
402,"Yemen, Rep.",1994,1994,1,1489.0,7.305860032684009,,4.895063962,,,16.475603437986944
403,Ecuador,1995,1995,1,49.5,3.901972669574645,9.4127601102,12.99084298,1.3801311016013955,,16.253954769824833
403,Peru,1995,1995,1,49.5,3.901972669574645,,,,,17.00595266904149
404,Pakistan,1990,1990,1,70.0,4.248495242049359,,,,,18.494376441132438
404,Pakistan,1994,1996,3,132.0,3.784189633918261,7.62578613,6.851538349,0.89846977507616,,18.66244420774496
405,Cameroon,1996,1996,1,56.0,4.02535169073515,,3.849219134,,,16.452480854096592
406,Niger,1995,1995,1,34.0,3.5263605246161616,,,,,16.06577962323096
407,Comoros,1997,1997,1,56.0,4.02535169073515,,,,,13.12626575322157
408,"Congo, Dem. Rep.",1997,1999,3,5016.5,7.421875469697558,,,,,17.642402925794098
408,"Congo, Rep.",1993,1993,1,53.0,3.970291913552122,,,,,14.755470940357078
408,"Congo, Rep.",1997,1999,3,8914.5,7.996822154806715,,,,,14.926852150843573
408,"Congo, Rep.",2002,2002,1,167.0,5.117993812416755,,,,6.906000623,15.012572336067967
408,"Congo, Rep.",2016,2016,1,73.0,4.290459441148391,,,,5.947845376,15.421140429003502
409,Eritrea,1998,2000,3,49096.0,9.702920555400823,,,,6.854248582,14.64511553255622
409,Eritrea,2016,2016,1,25.0,3.2188758248682006,,,,5.947845376,
409,Ethiopia,1998,2000,3,49096.0,9.702920555400823,,,,6.854248582,18.008565709011037
410,Guinea-Bissau,1998,1999,2,704.0,5.863631175598097,,,,,13.978592379008873
411,Lesotho,1998,1998,1,78.0,4.356708826689592,40.623360129999995,,,,14.50741897156916
412,Albania,1998,1999,2,702.0,5.860786223465865,13.934203285999999,5.5336330844,0.3971259045689224,,14.949740280894735
412,Serbia,1998,1999,2,1937.0,6.875748482847051,,2.158713588,,,15.835785921593844
413,Ethiopia,1983,1992,10,970.0,4.574710978503383,,,,,17.755607594002992
413,Ethiopia,1994,1995,2,50.0,3.2188758248682006,,,,,17.85940192895368
413,Ethiopia,1998,2013,16,721.0,3.8080504150451677,,,,6.032025006,18.37344020499335
413,Ethiopia,2015,2016,2,37.5,2.9311937524164198,8.792478547,,,5.947845376,18.45608129456755
413,Kenya,1998,2013,16,354.0,3.096708190893993,,4.8629065123999995,,6.032025006,17.633662040225186
413,Kenya,2015,2016,2,12.5,1.8325814637483102,5.0328433404999995,4.07348155075,0.8093797631192134,5.947845376,17.70838195653644
414,Russian Federation,1999,1999,1,85.0,4.442651256490317,27.132408251999998,28.819494582000004,1.06217974882033,,18.807403139656053
415,Kyrgyz Republic,1999,2000,2,257.8333333333333,4.859166200785066,10.6436834502,8.475707348,0.7963133615967072,6.854248582,15.404419179145881
415,Tajikistan,1999,2000,2,22.333333333333332,2.412933150162911,8.7096859322,2.6878395171999996,0.30860349478997484,6.854248582,15.642690097556915
415,Uzbekistan,1999,2000,2,257.8333333333333,4.859166200785066,4.877556530999999,3.8675664538,0.7929311386181043,6.854248582,17.02030368550184
415,Uzbekistan,2004,2004,1,37.0,3.6109179126442243,4.1341720318,3.16481964175,0.7655268376367133,6.504204151,17.068376130618766
416,Central African Republic,2001,2002,2,326.0,5.093750200806762,,,,6.906000623,15.151071730965702
416,Central African Republic,2006,2006,1,46.0,3.828641396489095,,,,6.178188546,15.230896379128646
416,Central African Republic,2009,2014,6,654.0,4.6913478822291435,,20.12040065,,6.032096376,15.311594088761224
417,North Macedonia,2001,2001,1,36.0,3.58351893845611,2.190837772,2.73724338225,1.2494048702434002,6.943723418,14.525948389919638
417,Serbia,2001,2001,1,36.0,3.58351893845611,2.403133686,1.8225732922,0.7584152736977613,6.943723418,15.830871207111928
418,Afghanistan,2001,2017,17,1978.6666666666667,4.75696515212289,,6.655561152,,5.906905873,17.40722115850949
418,Afghanistan,2019,2019,1,37.0,3.6109179126442243,7.417261957750001,,,5.564134104,17.454194982797745
418,Pakistan,2001,2017,17,1978.6666666666667,4.75696515212289,6.960406795199999,3.83042276,0.5503159330632107,5.906905873,19.15259762251201
418,Saudi Arabia,2001,2017,17,287.5,2.828009516181189,0.874174528,0.7481504585000001,0.8558364886376558,5.906905873,17.315079579889897
418,Somalia,2001,2017,17,421.3333333333333,3.210210941982477,,,,5.906905873,16.49578968788109
418,Syrian Arab Republic,2001,2017,17,110.0,1.8672670217362002,2.085132109,,,5.906905873,16.654335714539595
418,Turkiye,2001,2017,17,21.666666666666668,0.24256163717131143,,2.501474233333333,,5.906905873,18.211396346850087
418,United States,2001,2017,17,527.6666666666666,3.435251427156686,6.259152821600001,5.529331947999999,0.883399416118835,5.906905873,19.599711448168506
418,"Yemen, Rep.",2001,2017,17,72.5,1.450373217804413,4.597929285,,,5.906905873,17.141797989564118
419,Cote d'Ivoire,2002,2004,3,810.0,5.598421958998375,,,,6.504204151,16.704241692996664
419,Cote d'Ivoire,2011,2011,1,98.0,4.584967478670572,,,,6.083969712,16.861396446718135
420,Iraq,2003,2003,1,7927.0,8.978029932837156,,16.19122898,,6.729341778,17.05983979862161
421,Bhutan,1996,1999,4,17.0,1.4469189829363254,3.5231997799999997,2.4843920496,0.7051521925333454,,13.267131896367848
421,India,1989,1990,2,97.0,3.8815637979434374,,5.1830775074,,,20.58776427509815
421,India,1994,1994,1,36.0,3.58351893845611,5.2853500425,4.7526159436,0.8992055219396569,,20.667332137778367
421,India,1996,1999,4,106.0,3.2771447329921766,5.1830775074,4.2327995218,0.8166575776180721,,20.76061764516893
421,India,2001,2004,4,257.0,4.162781723775329,4.701930365600001,3.843034922,0.8173313135635093,6.504204151,20.845150198212693
421,India,2009,2010,2,130.0,4.174387269895637,3.913525245,3.6370137592,0.9293446525857276,6.04961649,20.933754583316006
421,India,2013,2014,2,67.0,3.5115454388310208,3.7839070714000003,3.127678628,0.8265738478727482,6.032096376,20.98224033803682
422,Myanmar,1997,1997,1,130.0,4.867534450455582,3.67412594,1.9580831683333333,0.5329385002881347,,17.622777820378303
424,Nigeria,2004,2004,1,84.0,4.430816798843313,,,,6.504204151,18.72315600562603
425,Nigeria,2004,2004,1,67.0,4.204692619390966,,,,6.504204151,18.72315600562603
426,Argentina,1990,1999,10,29.0,1.0647107369924282,,7.933045455999999,,,17.411924277999738
426,Israel,1990,1999,10,175.5,2.865053949911875,,2.8710705628,,,15.627889314395064
426,Israel,2006,2006,1,403.5,6.000176487710004,2.8707238696000004,1.9377552427999998,0.6750057932496314,6.178188546,15.769062859812223
426,Lebanon,1990,1999,10,504.5,3.920982746799618,,,,,15.136669419790588
426,Lebanon,2006,2006,1,403.5,6.000176487710004,,3.3434431632500003,,6.178188546,15.375707804768396
429,"Congo, Dem. Rep.",2007,2008,2,366.0,5.209486152841421,,,,6.010090245,17.916684993412403
429,"Congo, Dem. Rep.",2017,2017,1,86.0,4.454347296253507,,,,5.906905873,18.2148706588675
429,"Congo, Dem. Rep.",2020,2020,1,64.0,4.1588830833596715,,,,5.605310066,18.31043502621331
430,Niger,1991,1992,2,69.0,3.5409593240373143,,,,,15.963401673571667
430,Niger,1997,1997,1,62.0,4.127134385045092,,,,,16.135758343166955
430,Niger,2007,2008,2,128.0,4.1588830833596715,,4.641806711,,6.010090245,16.540149928078087
432,Russian Federation,2007,2015,9,2752.5,5.723040291260616,26.303401566,8.6545889412,0.3290292671647075,5.911968893,18.78599633970678
432,Syrian Arab Republic,2007,2015,9,15.0,0.5108256237659907,2.3102053352,,,5.911968893,16.705738472182098
432,Turkiye,2007,2015,9,179.5,2.992950630592114,4.5289905372499994,2.8048488914,0.6193099474001336,5.911968893,18.178983800472746
434,India,2008,2008,1,25.0,3.2188758248682006,3.9449651024000003,3.7340571716,0.9465374406806057,6.010090245,20.906145373040957
435,Djibouti,2008,2008,1,35.0,3.5553480614894135,,,,6.010090245,13.612611938076133
439,China,2009,2009,1,40.0,3.6888794541139363,1.4126118204,0.8305636248000001,0.5879630998449489,6.066836418,21.009391699130887
439,China,2014,2015,2,154.5,4.347046915777855,0.9019704371999999,0.566649714,0.6282353507716495,5.911968893,21.045247881693836
439,Myanmar,2009,2009,1,40.0,3.6888794541139363,1.5161230140000002,2.2370477533999997,1.4755054390329303,6.066836418,17.732528388459023
439,Myanmar,2014,2015,2,221.5,4.707275408925245,2.116360067,1.1338204239999998,0.5357407946215986,5.911968893,17.77976017810103
439,Myanmar,2017,2017,1,35.0,3.5553480614894135,2.3956923606,0.009189522,0.0038358522785031084,5.906905873,17.792993928251473
442,Mali,2010,2010,1,14.5,2.6741486494265287,,,,6.04961649,16.526845491753797
442,Mauritania,2010,2010,1,14.5,2.6741486494265287,,,,6.04961649,15.066615009022481
11342,India,2012,2012,1,27.0,3.295836866004329,3.8004914084,3.3765961204,0.8884630321586598,6.113175523,20.95895456187272
11342,India,2014,2014,1,26.0,3.258096538021482,3.7340571716,3.127678628,0.8376086611067677,6.032096376,20.98224033803682
11344,Sudan,2011,2011,1,145.0,4.976733742420574,4.9086697465,,,6.083969712,17.380799784776876
11346,Libya,2011,2011,1,3762.0,8.232706009860976,,,,6.083969712,15.647682017672414
11346,Libya,2013,2015,3,461.0,5.034785754328539,,,,5.911968893,15.674666180158022
11346,Libya,2017,2017,1,308.0,5.730099782973574,,,,5.906905873,15.69965517568476
11346,Libya,2019,2020,2,2256.0,7.028201432058005,,,,5.605310066,15.74286198289783
11347,Mali,2009,2009,1,87.0,4.465908118654584,,,,6.066836418,16.495259153555185
11348,South Sudan,2012,2012,1,183.5,5.212214667494625,,,,6.113175523,16.129396356773388
11348,Sudan,2012,2012,1,183.5,5.212214667494625,4.9086697465,,,6.113175523,17.404397866457337
11349,China,2008,2008,1,36.0,3.58351893845611,1.5646788195999999,0.9019704371999999,0.576457242151832,6.010090245,21.004417885122038
11350,Bangladesh,2005,2006,2,119.0,4.085976312551584,2.7027549398,2.7597588348000004,1.0210910335082835,6.178188546,18.76371110044721
11447,Ethiopia,1991,1991,1,100.0,4.605170185988092,,,,,17.719702500503683
11475,India,2000,2001,2,21.5,2.3749057545736716,4.7526159436,4.014849655400001,0.8447662725212427,6.943723418,20.795586585967893
11475,Myanmar,1991,1991,1,150.0,5.0106352940962555,4.949777899,3.67412594,0.7422809699688305,,17.550562276345513
11475,Myanmar,1995,1995,1,33.0,3.4965075614664802,4.949777899,2.228182211,0.45015801849415465,,17.597461278294066
11475,Myanmar,2000,2001,2,83.5,3.7316994512968646,3.67412594,1.5560249210000001,0.4235088688876027,6.943723418,17.670436491200444
11475,Myanmar,2005,2007,3,345.0,4.74493212836325,1.798183639,1.9556972714,1.0875959657199397,6.012406023,17.719934342313348
11487,Malaysia,2013,2013,1,35.0,3.5553480614894135,2.0099711028000002,,,6.032025006,17.198846808406437
11487,Philippines,2013,2013,1,35.0,3.5553480614894135,8.609260416200001,7.973552257666667,0.926159957092583,6.032025006,18.409332171815308
13042,Syrian Arab Republic,2012,2015,4,260.0,4.174387269895637,2.41333277925,,,5.911968893,16.705738472182098
13219,Ukraine,2014,2014,1,88.0,4.477336814478207,4.784429494,6.183730571,1.2924697874124425,6.032096376,17.628202721548416
13246,Ukraine,2014,2014,1,1861.0,7.528869256642251,4.784429494,6.183730571,1.2924697874124425,6.032096376,17.628202721548416
13247,Russian Federation,2014,2014,1,535.5,6.283200889887803,11.52020351,9.4848249898,0.8233209579645698,6.032096376,18.7840707602417
13247,Ukraine,2014,2014,1,535.5,6.283200889887803,4.784429494,6.183730571,1.2924697874124425,6.032096376,17.628202721548416
13588,Russian Federation,2015,2020,6,263.0,3.7803945629497098,11.339393315999999,,,5.605310066,18.785831638320012
13611,Mali,2015,2015,1,44.0,3.784189633918261,,,,5.911968893,16.67420656112197
13638,Cameroon,2015,2016,2,236.0,4.770684624465665,3.483924409,1.388093415,0.39842810923628164,5.947845376,16.99049923719913
13638,Cameroon,2019,2019,1,135.0,4.90527477843843,1.1577196407500001,,,5.564134104,17.068841411977907
13638,Nigeria,2015,2016,2,236.0,4.770684624465665,,21.99403242,,5.947845376,19.04104346689593
13640,Chad,2015,2015,1,272.0,5.605802066295998,,,,5.911968893,16.462463137903494
13645,"Yemen, Rep.",2015,2015,1,246.0,5.5053315359323625,5.97426809425,,,5.911968893,17.092575325495147
13645,"Yemen, Rep.",2017,2017,1,26.0,3.258096538021482,6.6876486465,,,5.906905873,17.141797989564118
13645,"Yemen, Rep.",2020,2020,1,33.0,3.4965075614664802,,,,5.605310066,17.210889981414862
13653,India,2015,2018,4,274.0,4.22683374526818,3.7124690259999995,2.9540664355,0.7957147695540129,5.774733653,21.02532576315178
13674,Bangladesh,2016,2017,2,88.0,3.784189633918261,2.7521301846000004,2.373328796,0.8623606576754086,5.906905873,18.888716319099466
13675,Lebanon,2014,2015,2,202.0,4.61512051684126,3.4055137095999997,2.8289870901999996,0.8307078847532471,5.911968893,15.692327983608823
13675,Lebanon,2017,2017,1,70.0,4.248495242049359,3.6727600445999995,2.3458544086666664,0.6387170357387597,5.906905873,15.735278090109448
13692,Afghanistan,2001,2001,1,1397.0,7.242082359256962,,,,6.943723418,16.888527523977356
13694,Libya,2015,2019,5,1979.0,5.980909033168466,,,,5.564134104,15.729111925620474
13721,Algeria,2015,2015,1,26.0,3.258096538021482,1.1219291236,1.324465069,1.180524724012967,5.911968893,17.497567290153235
13809,Syrian Arab Republic,2016,2016,1,152.0,5.0238805208462765,,,,5.947845376,16.675741900625955
13809,Syrian Arab Republic,2018,2018,1,35.0,3.5553480614894135,,,,5.774733653,16.645487021913024
13886,Jordan,2016,2016,1,17.0,2.833213344056216,1.8112199818,1.2310798506666665,0.6796964825019282,5.947845376,16.07250040758971
13886,Syrian Arab Republic,2016,2016,1,17.0,2.833213344056216,,,,5.947845376,16.675741900625955
13902,Iraq,2015,2017,3,362.3333333333333,4.79395230978499,9.037000787,,,5.906905873,17.44125820771715
13902,Syrian Arab Republic,2015,2017,3,760.3333333333333,5.5351446449481685,2.167345167,,,5.906905873,16.654335714539595
13902,Turkiye,2015,2017,3,760.3333333333333,5.5351446449481685,4.237401288666667,2.501474233333333,0.5903321547628175,5.906905873,18.211396346850087
13936,Pakistan,2016,2019,4,228.0,4.04305126783455,6.7588063084,3.843501475,0.5686657228545237,5.564134104,19.193402755056102
14074,Somalia,2018,2018,1,121.0,4.795790545596741,,,,5.774733653,16.52410894212003
14268,"Iran, Islamic Rep.",2017,2017,1,27.0,3.295836866004329,2.5812707185,2.194371056,0.8501127139718104,5.906905873,18.20592551210727
14333,Tunisia,2016,2016,1,71.0,4.2626798770413155,3.060756101,4.81887699,1.574407378760298,5.947845376,16.24066207240623
14935,Ethiopia,2019,2019,1,27.0,3.295836866004329,,,,5.564134104,18.534712101969923
15183,Tanzania,2020,2020,1,25.0,3.2188758248682006,6.8794485045,,,5.605310066,17.90541549629106
15283,Central African Republic,2015,2015,1,27.0,3.295836866004329,,20.12040065,,5.911968893,15.31806924653127
