,conflictep_id,conflictepisode,type_of_conflict2,dyadcount,confterm,ependdate,ependprec,outcome,recur,version,conflict_id,year,location,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,intensity_level,type_of_conflict,start_date,start_prec,start_date2,start_prec2,gwno_loc,region
597,24601,1,1,1,0,,,,0,3,246,1954,Algeria,Government of France,33,,FLN,403,,1,Algeria,1,1,01/11/1954,1,29/11/1954,2,615,4
598,24601,1,1,2,0,,,,0,3,246,1955,Algeria,Government of France,33,,"FLN , MNA","403, 404",,1,Algeria,2,1,01/11/1954,1,29/11/1954,2,615,4
599,24601,1,1,2,0,,,,0,3,246,1956,Algeria,Government of France,33,,"FLN , MNA","403, 404",,1,Algeria,2,1,01/11/1954,1,29/11/1954,2,615,4
600,24601,1,1,2,0,,,,0,3,246,1957,Algeria,Government of France,33,,"FLN , MNA","403, 404",,1,Algeria,2,1,01/11/1954,1,29/11/1954,2,615,4
601,24601,1,1,1,0,,,,0,3,246,1958,Algeria,Government of France,33,,FLN,403,,1,Algeria,2,1,01/11/1954,1,29/11/1954,2,615,4
602,24601,1,1,1,0,,,,0,3,246,1959,Algeria,Government of France,33,,FLN,403,,1,Algeria,2,1,01/11/1954,1,29/11/1954,2,615,4
603,24601,1,1,1,0,,,,0,3,246,1960,Algeria,Government of France,33,,FLN,403,,1,Algeria,2,1,01/11/1954,1,29/11/1954,2,615,4
604,24601,1,1,1,0,,,,0,3,246,1961,Algeria,Government of France,33,,FLN,403,,1,Algeria,2,1,01/11/1954,1,29/11/1954,2,615,4
605,24601,1,1,1,1,19/03/1962,1.0,1.0,0,3,246,1962,Algeria,Government of France,33,,FLN,403,,1,Algeria,1,1,01/11/1954,1,29/11/1954,2,615,4
606,24701,1,3,2,1,19/09/1955,1.0,4.0,0,3,247,1955,Argentina,Government of Argentina,26,,"Military faction (forces of Eduardo A. Lonardi Doucet), Military faction (forces of Samuel Toranzo Calderón)","736, 1113",,2,,1,3,16/06/1955,1,16/06/1955,1,160,5
607,24702,2,3,1,1,22/09/1963,1.0,3.0,1,3,247,1963,Argentina,Government of Argentina,26,,Military faction (colorados),737,,2,,1,3,16/06/1955,1,02/04/1963,1,160,5
608,24703,3,3,1,0,,,,1,3,247,1974,Argentina,Government of Argentina,26,,ERP,738,,2,,1,3,16/06/1955,1,11/08/1974,2,160,5
609,24703,3,3,2,0,,,,0,3,247,1975,Argentina,Government of Argentina,26,,"ERP, Montoneros","738, 739",,2,,1,3,16/06/1955,1,11/08/1974,2,160,5
610,24703,3,3,2,0,,,,0,3,247,1976,Argentina,Government of Argentina,26,,"ERP, Montoneros","738, 739",,2,,1,3,16/06/1955,1,11/08/1974,2,160,5
611,24703,3,3,2,1,31/12/1977,5.0,3.0,0,3,247,1977,Argentina,Government of Argentina,26,,"ERP, Montoneros","738, 739",,2,,1,3,16/06/1955,1,11/08/1974,2,160,5
612,24801,1,1,1,0,,,,0,3,248,1955,Cyprus,Government of United Kingdom,28,,EOKA,220,,1,Cyprus,1,1,02/06/1955,1,02/06/1955,1,352,1
613,24801,1,1,1,0,,,,0,3,248,1956,Cyprus,Government of United Kingdom,28,,EOKA,220,,1,Cyprus,1,1,02/06/1955,1,02/06/1955,1,352,1
614,24801,1,1,1,0,,,,0,3,248,1957,Cyprus,Government of United Kingdom,28,,EOKA,220,,1,Cyprus,1,1,02/06/1955,1,02/06/1955,1,352,1
615,24801,1,1,1,0,,,,0,3,248,1958,Cyprus,Government of United Kingdom,28,,EOKA,220,,1,Cyprus,1,1,02/06/1955,1,02/06/1955,1,352,1
616,24801,1,1,1,1,19/02/1959,1.0,1.0,0,3,248,1959,Cyprus,Government of United Kingdom,28,,EOKA,220,,1,Cyprus,1,1,02/06/1955,1,02/06/1955,1,352,1
617,24901,1,3,1,0,,,,0,3,249,1955,South Vietnam,Government of South Vietnam,151,,FNL,221,,1,South Vietnam,2,3,30/04/1955,3,30/04/1955,3,817,3
618,24901,1,3,1,0,,,,0,3,249,1956,South Vietnam,Government of South Vietnam,151,,FNL,221,,1,South Vietnam,2,3,30/04/1955,3,30/04/1955,3,817,3
619,24901,1,3,1,0,,,,0,3,249,1957,South Vietnam,Government of South Vietnam,151,,FNL,221,,1,South Vietnam,2,3,30/04/1955,3,30/04/1955,3,817,3
620,24901,1,3,1,0,,,,0,3,249,1958,South Vietnam,Government of South Vietnam,151,,FNL,221,,1,South Vietnam,2,3,30/04/1955,3,30/04/1955,3,817,3
621,24901,1,3,1,0,,,,0,3,249,1959,South Vietnam,Government of South Vietnam,151,,FNL,221,,1,South Vietnam,2,3,30/04/1955,3,30/04/1955,3,817,3
622,24901,1,3,1,0,,,,0,3,249,1960,South Vietnam,Government of South Vietnam,151,,FNL,221,,1,South Vietnam,2,3,30/04/1955,3,30/04/1955,3,817,3
623,24901,1,3,1,0,,,,0,3,249,1961,South Vietnam,Government of South Vietnam,151,,FNL,221,,1,South Vietnam,2,3,30/04/1955,3,30/04/1955,3,817,3
624,24901,1,3,1,0,,,,0,3,249,1962,South Vietnam,Government of South Vietnam,151,Government of United States of America,FNL,221,,1,South Vietnam,2,4,30/04/1955,3,30/04/1955,3,817,3
625,24901,1,3,1,0,,,,0,3,249,1963,South Vietnam,Government of South Vietnam,151,Government of United States of America,FNL,221,,1,South Vietnam,2,4,30/04/1955,3,30/04/1955,3,817,3
626,24901,1,3,1,1,31/12/1964,5.0,6.0,0,3,249,1964,South Vietnam,Government of South Vietnam,151,Government of United States of America,FNL,221,,1,South Vietnam,2,4,30/04/1955,3,30/04/1955,3,817,3
627,25001,1,2,1,1,14/11/1956,1.0,4.0,0,3,250,1956,"Hungary, Russia (Soviet Union)",Government of Hungary,40,,Government of Russia (Soviet Union),57,,2,,2,2,23/10/1956,1,23/10/1956,1,"310, 365",1
628,25101,1,3,1,0,,,,0,3,251,1956,India,Government of India,141,,NNC,222,,1,Nagaland,1,3,20/07/1955,2,31/12/1956,5,750,3
629,25101,1,3,1,0,,,,0,3,251,1957,India,Government of India,141,,NNC,222,,1,Nagaland,1,3,20/07/1955,2,31/12/1956,5,750,3
630,25101,1,3,1,0,,,,0,3,251,1958,India,Government of India,141,,NNC,222,,1,Nagaland,1,3,20/07/1955,2,31/12/1956,5,750,3
631,25101,1,3,1,1,31/12/1959,5.0,5.0,0,3,251,1959,India,Government of India,141,,NNC,222,,1,Nagaland,1,3,20/07/1955,2,31/12/1956,5,750,3
632,25102,2,3,1,0,,,,1,3,251,1961,India,Government of India,141,,NNC,222,,1,Nagaland,1,3,20/07/1955,2,31/12/1961,5,750,3
633,25102,2,3,1,0,,,,0,3,251,1962,India,Government of India,141,,NNC,222,,1,Nagaland,1,3,20/07/1955,2,31/12/1961,5,750,3
634,25102,2,3,1,0,,,,0,3,251,1963,India,Government of India,141,,NNC,222,,1,Nagaland,1,3,20/07/1955,2,31/12/1961,5,750,3
635,25102,2,3,1,0,,,,0,3,251,1964,India,Government of India,141,,NNC,222,,1,Nagaland,1,3,20/07/1955,2,31/12/1961,5,750,3
636,25102,2,3,1,0,,,,0,3,251,1965,India,Government of India,141,,NNC,222,,1,Nagaland,1,3,20/07/1955,2,31/12/1961,5,750,3
637,25102,2,3,1,0,,,,0,3,251,1966,India,Government of India,141,,NNC,222,,1,Nagaland,1,3,20/07/1955,2,31/12/1961,5,750,3
638,25102,2,3,1,0,,,,0,3,251,1967,India,Government of India,141,,NNC,222,,1,Nagaland,1,3,20/07/1955,2,31/12/1961,5,750,3
639,25102,2,3,1,1,15/06/1968,1.0,5.0,0,3,251,1968,India,Government of India,141,,NNC,222,,1,Nagaland,1,3,20/07/1955,2,31/12/1961,5,750,3
640,25103,3,3,1,0,,,,1,3,251,1992,India,Government of India,141,,NSCN-IM,223,,1,Nagaland,1,3,20/07/1955,2,05/08/1992,1,750,3
641,25103,3,3,1,0,,,,0,3,251,1993,India,Government of India,141,,NSCN-IM,223,,1,Nagaland,1,3,20/07/1955,2,05/08/1992,1,750,3
642,25103,3,3,1,0,,,,0,3,251,1994,India,Government of India,141,,NSCN-IM,223,,1,Nagaland,1,3,20/07/1955,2,05/08/1992,1,750,3
643,25103,3,3,1,0,,,,0,3,251,1995,India,Government of India,141,,NSCN-IM,223,,1,Nagaland,1,3,20/07/1955,2,05/08/1992,1,750,3
644,25103,3,3,1,0,,,,0,3,251,1996,India,Government of India,141,,NSCN-IM,223,,1,Nagaland,1,3,20/07/1955,2,05/08/1992,1,750,3
645,25103,3,3,1,1,22/07/1997,1.0,2.0,0,3,251,1997,India,Government of India,141,,NSCN-IM,223,,1,Nagaland,1,3,20/07/1955,2,05/08/1992,1,750,3
646,25104,4,3,1,1,13/09/2000,2.0,2.0,1,3,251,2000,India,Government of India,141,,NSCN-IM,223,,1,Nagaland,1,3,20/07/1955,2,13/09/2000,1,750,3
647,25201,1,2,1,1,06/11/1956,1.0,2.0,0,3,252,1956,"Egypt, France, Israel, United Kingdom",Government of Egypt,117,,"Government of France, Government of Israel, Government of United Kingdom","33, 121, 28",,1,Suez,2,2,31/10/1956,1,31/10/1956,1,"200, 220, 651, 666","1, 2"
648,25301,1,3,1,1,31/12/1957,5.0,5.0,0,3,253,1957,Myanmar (Burma),Government of Myanmar (Burma),144,,KNPP,225,,1,Karenni,1,3,31/12/1957,6,31/12/1957,6,775,3
649,25302,2,3,1,1,31/12/1987,5.0,5.0,1,3,253,1987,Myanmar (Burma),Government of Myanmar (Burma),144,,KNPP,225,,1,Karenni,1,3,31/12/1957,6,31/12/1987,5,775,3
650,25303,3,3,1,1,06/11/1992,4.0,5.0,1,3,253,1992,Myanmar (Burma),Government of Myanmar (Burma),144,,KNPP,225,,1,Karenni,1,3,31/12/1957,6,22/09/1992,1,775,3
651,25304,4,3,1,1,06/10/1996,2.0,5.0,1,3,253,1996,Myanmar (Burma),Government of Myanmar (Burma),144,,KNPP,225,,1,Karenni,1,3,31/12/1957,6,06/03/1996,2,775,3
652,25305,5,3,1,1,25/01/2005,1.0,5.0,1,3,253,2005,Myanmar (Burma),Government of Myanmar (Burma),144,,KNPP,225,,1,Karenni,1,3,31/12/1957,6,16/01/2005,1,775,3
653,25401,1,1,1,0,,,,0,3,254,1957,Cameroon,Government of France,33,,UPC,564,,1,Cameroon,1,1,30/09/1957,3,30/09/1957,3,471,4
654,25401,1,1,1,0,,,,0,3,254,1958,Cameroon,Government of France,33,,UPC,564,,1,Cameroon,1,1,30/09/1957,3,30/09/1957,3,471,4
655,25401,1,1,1,1,31/12/1959,5.0,6.0,0,3,254,1959,Cameroon,Government of France,33,,UPC,564,,1,Cameroon,1,1,30/09/1957,3,30/09/1957,3,471,4
656,25501,1,2,1,1,07/05/1957,1.0,1.0,0,3,255,1957,"Honduras, Nicaragua",Government of Honduras,12,,Government of Nicaragua,14,,1,Common Border,1,2,01/05/1957,1,01/05/1957,1,"91, 93",5
657,25601,1,1,1,0,,,,0,3,256,1957,"Mauritania, Morocco",Government of France,33,Government of Spain,NLA,565,,1,Morocco/Mauritania,1,1,12/01/1957,2,12/01/1957,2,"435, 600",4
658,25601,1,1,1,1,30/06/1958,4.0,3.0,0,3,256,1958,"Mauritania, Morocco",Government of France,33,Government of Spain,NLA,565,,1,Morocco/Mauritania,1,1,12/01/1957,2,12/01/1957,2,"435, 600",4
659,25701,1,1,1,0,,,,0,3,257,1957,"Mauritania, Morocco",Government of Spain,35,Government of France,NLA,565,,1,Morocco/Spanish territories,1,1,23/11/1957,2,23/11/1957,2,"435, 600",4
660,25701,1,1,1,1,30/06/1958,4.0,3.0,0,3,257,1958,"Mauritania, Morocco",Government of Spain,35,Government of France,NLA,565,,1,Morocco/Spanish territories,1,1,23/11/1957,2,23/11/1957,2,"435, 600",4
661,25801,1,3,1,1,26/08/1957,1.0,3.0,0,3,258,1957,Oman,Government of Oman,129,Government of United Kingdom,State of Oman/Free Oman,226,,1,Oman,1,4,31/07/1957,3,31/07/1957,3,698,2
662,25901,1,3,1,0,,,,0,3,259,1958,Iraq,Government of Iraq,116,,Military faction (free Officers Movement),227,,2,,1,3,14/07/1958,1,14/07/1958,1,645,2
663,25901,1,3,1,1,10/03/1959,1.0,3.0,0,3,259,1959,Iraq,Government of Iraq,116,,Military faction (forces of Abdul Wahab al-Shawaf),228,,2,,1,3,14/07/1958,1,14/07/1958,1,645,2
664,25902,2,3,2,1,20/11/1963,1.0,3.0,1,3,259,1963,Iraq,Government of Iraq,116,,"Military faction (forces of Abd as-Salam Arif), NCRC","229, 230",,2,,2,3,14/07/1958,1,08/02/1963,1,645,2
665,25903,3,3,1,0,,,,1,3,259,1982,Iraq,Government of Iraq,116,,SCIRI,231,,2,,1,3,14/07/1958,1,01/08/1982,1,645,2
666,25903,3,3,1,0,,,,0,3,259,1983,Iraq,Government of Iraq,116,,SCIRI,231,,2,,1,3,14/07/1958,1,01/08/1982,1,645,2
667,25903,3,3,1,1,31/12/1984,5.0,5.0,0,3,259,1984,Iraq,Government of Iraq,116,,SCIRI,231,,2,,1,3,14/07/1958,1,01/08/1982,1,645,2
668,25904,4,3,1,1,31/12/1987,5.0,5.0,1,3,259,1987,Iraq,Government of Iraq,116,,SCIRI,231,,2,,1,3,14/07/1958,1,31/12/1987,5,645,2
669,25905,5,3,1,0,,,,1,3,259,1991,Iraq,Government of Iraq,116,,SCIRI,231,,2,,1,3,14/07/1958,1,24/04/1991,1,645,2
670,25905,5,3,1,0,,,,0,3,259,1992,Iraq,Government of Iraq,116,,SCIRI,231,,2,,1,3,14/07/1958,1,24/04/1991,1,645,2
671,25905,5,3,1,0,,,,0,3,259,1993,Iraq,Government of Iraq,116,,SCIRI,231,,2,,1,3,14/07/1958,1,24/04/1991,1,645,2
672,25905,5,3,1,0,,,,0,3,259,1994,Iraq,Government of Iraq,116,,SCIRI,231,,2,,1,3,14/07/1958,1,24/04/1991,1,645,2
673,25905,5,3,1,0,,,,0,3,259,1995,Iraq,Government of Iraq,116,,SCIRI,231,,2,,1,3,14/07/1958,1,24/04/1991,1,645,2
674,25905,5,3,1,1,25/10/1996,2.0,5.0,0,3,259,1996,Iraq,Government of Iraq,116,,SCIRI,231,,2,,1,3,14/07/1958,1,24/04/1991,1,645,2
675,25906,6,3,3,0,,,,1,3,259,2004,Iraq,Government of Iraq,116,"Government of Albania, Government of Australia, Government of Azerbaijan, Government of Bulgaria, Government of Czech Republic, Government of Denmark, Government of Dominican Republic, Government of El Salvador, Government of Estonia, Government of Georgia, Government of Honduras, Government of Italy, Government of Kazakhstan, Government of Latvia, Government of Lithuania, Government of Moldova, Government of Mongolia, Government of Netherlands, Government of Nicaragua, Government of North Macedonia, Government of Norway, Government of Philippines, Government of Poland, Government of Portugal, Government of Romania, Government of Slovakia, Government of South Korea, Government of Spain, Government of Tonga, Government of Ukraine, Government of United Kingdom, Government of United States of America","al-Mahdi Army, Ansar al-Islam, IS","5659, 233, 234",,2,,2,4,14/07/1958,1,18/01/2004,1,645,2
676,25906,6,3,3,0,,,,0,3,259,2005,Iraq,Government of Iraq,116,"Government of Albania, Government of Armenia, Government of Australia, Government of Azerbaijan, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Czech Republic, Government of Denmark, Government of El Salvador, Government of Estonia, Government of Georgia, Government of Italy, Government of Kazakhstan, Government of Latvia, Government of Lithuania, Government of Moldova, Government of Mongolia, Government of Netherlands, Government of North Macedonia, Government of Norway, Government of Poland, Government of Portugal, Government of Romania, Government of Slovakia, Government of South Korea, Government of Ukraine, Government of United Kingdom, Government of United States of America","Ansar al-Islam, IS, RJF","233, 234, 235",,2,,2,4,14/07/1958,1,18/01/2004,1,645,2
677,25906,6,3,3,0,,,,0,3,259,2006,Iraq,Government of Iraq,116,"Government of Albania, Government of Armenia, Government of Australia, Government of Azerbaijan, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Czech Republic, Government of Denmark, Government of El Salvador, Government of Estonia, Government of Georgia, Government of Kazakhstan, Government of Latvia, Government of Lithuania, Government of Moldova, Government of Mongolia, Government of North Macedonia, Government of Poland, Government of Romania, Government of Slovakia, Government of South Korea, Government of United Kingdom, Government of United States of America","Ansar al-Islam, IS, RJF","233, 234, 235",,2,,2,4,14/07/1958,1,18/01/2004,1,645,2
678,25906,6,3,4,0,,,,0,3,259,2007,Iraq,Government of Iraq,116,"Government of Albania, Government of Armenia, Government of Australia, Government of Azerbaijan, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Czech Republic, Government of Denmark, Government of El Salvador, Government of Estonia, Government of Georgia, Government of Kazakhstan, Government of Latvia, Government of Lithuania, Government of Moldova, Government of Mongolia, Government of North Macedonia, Government of Poland, Government of Romania, Government of Slovakia, Government of South Korea, Government of Tonga, Government of United Kingdom, Government of United States of America","al-Mahdi Army, Ansar al-Islam, IS, RJF","5659, 233, 234, 235",,2,,2,4,14/07/1958,1,18/01/2004,1,645,2
679,25906,6,3,2,0,,,,0,3,259,2008,Iraq,Government of Iraq,116,"Government of Albania, Government of Armenia, Government of Australia, Government of Azerbaijan, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Czech Republic, Government of El Salvador, Government of Estonia, Government of Georgia, Government of Kazakhstan, Government of Latvia, Government of Lithuania, Government of Moldova, Government of Mongolia, Government of North Macedonia, Government of Poland, Government of Romania, Government of South Korea, Government of Tonga, Government of Ukraine, Government of United Kingdom, Government of United States of America","al-Mahdi Army, IS","5659, 234",,2,,2,4,14/07/1958,1,18/01/2004,1,645,2
680,25906,6,3,1,0,,,,0,3,259,2009,Iraq,Government of Iraq,116,"Government of Australia, Government of El Salvador, Government of Estonia, Government of United Kingdom, Government of United States of America",IS,234,,2,,2,4,14/07/1958,1,18/01/2004,1,645,2
681,25906,6,3,1,0,,,,0,3,259,2010,Iraq,Government of Iraq,116,Government of United States of America,IS,234,,2,,1,4,14/07/1958,1,18/01/2004,1,645,2
682,25906,6,3,2,0,,,,0,3,259,2011,Iraq,Government of Iraq,116,Government of United States of America,"Ansar al-Islam, IS","233, 234",,2,,1,4,14/07/1958,1,18/01/2004,1,645,2
683,25906,6,3,1,0,,,,0,3,259,2012,Iraq,Government of Iraq,116,,IS,234,,2,,1,3,14/07/1958,1,18/01/2004,1,645,2
684,25906,6,3,1,0,,,,0,3,259,2013,Iraq,Government of Iraq,116,,IS,234,,2,,2,3,14/07/1958,1,18/01/2004,1,645,2
685,25906,6,3,1,0,,,,0,3,259,2014,Iraq,Government of Iraq,116,"Government of Australia, Government of Bahrain, Government of Belgium, Government of Canada, Government of Denmark, Government of France, Government of Jordan, Government of Netherlands, Government of Saudi Arabia, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America",IS,234,,2,,2,4,14/07/1958,1,18/01/2004,1,645,2
686,25906,6,3,1,0,,,,0,3,259,2015,Iraq,Government of Iraq,116,"Government of Australia, Government of Bahrain, Government of Belgium, Government of Canada, Government of Denmark, Government of France, Government of Jordan, Government of Netherlands, Government of Saudi Arabia, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America",IS,234,,2,,2,4,14/07/1958,1,18/01/2004,1,645,2
687,25906,6,3,1,0,,,,0,3,259,2016,Iraq,Government of Iraq,116,"Government of Australia, Government of Bahrain, Government of Belgium, Government of Canada, Government of Denmark, Government of France, Government of Jordan, Government of Netherlands, Government of Saudi Arabia, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America",IS,234,,2,,2,4,14/07/1958,1,18/01/2004,1,645,2
688,25906,6,3,1,0,,,,0,3,259,2017,Iraq,Government of Iraq,116,"Government of Australia, Government of Belgium, Government of France, Government of Jordan, Government of Saudi Arabia, Government of United Kingdom, Government of United States of America",IS,234,,2,,2,4,14/07/1958,1,18/01/2004,1,645,2
689,25906,6,3,1,0,,,,0,3,259,2018,Iraq,Government of Iraq,116,"Government of Australia, Government of Belgium, Government of France, Government of Jordan, Government of Netherlands, Government of Saudi Arabia, Government of United Kingdom, Government of United States of America",IS,234,,2,,1,4,14/07/1958,1,18/01/2004,1,645,2
690,25906,6,3,1,0,,,,0,3,259,2019,Iraq,Government of Iraq,116,"Government of France, Government of United Kingdom, Government of United States of America",IS,234,,2,,1,4,14/07/1958,1,18/01/2004,1,645,2
691,25906,6,3,1,0,,,,0,3,259,2020,Iraq,Government of Iraq,116,"Government of France, Government of United Kingdom, Government of United States of America",IS,234,,2,,1,4,14/07/1958,1,18/01/2004,1,645,2
692,26001,1,3,1,1,31/07/1958,2.0,1.0,0,3,260,1958,Lebanon,Government of Lebanon,119,,Independent Nasserite Movement,236,,2,,2,3,15/05/1958,2,15/05/1958,2,660,2
693,26002,2,3,1,0,,,,1,3,260,1975,Lebanon,Government of Lebanon,119,,NSF,237,,2,,1,3,15/05/1958,2,09/09/1975,2,660,2
694,26002,2,3,2,1,21/10/1976,1.0,2.0,0,3,260,1976,Lebanon,Government of Lebanon,119,,"LAA, NSF","238, 237",,2,,2,3,15/05/1958,2,09/09/1975,2,660,2
695,26003,3,3,1,0,,,,1,3,260,1982,Lebanon,Government of Lebanon,119,,NSF,237,,2,,1,3,15/05/1958,2,01/09/1982,2,660,2
696,26003,3,3,2,0,,,,0,3,260,1983,Lebanon,Government of Lebanon,119,"Government of France, Government of United States of America","Amal, NSF","239, 237",Government of Syria,2,,1,4,15/05/1958,2,01/09/1982,2,660,2
697,26003,3,3,2,0,,,,0,3,260,1984,Lebanon,Government of Lebanon,119,"Government of France, Government of United States of America","Amal, NSF","239, 237",,2,,2,4,15/05/1958,2,01/09/1982,2,660,2
698,26003,3,3,1,0,,,,0,3,260,1985,Lebanon,Government of Lebanon,119,,NUF,240,,2,,1,3,15/05/1958,2,01/09/1982,2,660,2
699,26003,3,3,2,1,31/12/1986,5.0,5.0,0,3,260,1986,Lebanon,Government of Lebanon,119,,"Lebanese Forces - Hobeika faction, NUF","241, 240",,2,,1,3,15/05/1958,2,01/09/1982,2,660,2
700,26004,4,3,2,0,,,,1,3,260,1989,Lebanon,Government of Lebanon,119,Government of Syria,"Forces of Michel Aoun, Lebanese Forces","242, 243",,2,,1,4,15/05/1958,2,14/03/1989,1,660,2
701,26004,4,3,1,1,13/10/1990,1.0,3.0,0,3,260,1990,Lebanon,Government of Lebanon,119,Government of Syria,Forces of Michel Aoun,242,,2,,1,4,15/05/1958,2,14/03/1989,1,660,2
702,26101,1,3,1,0,,,,0,3,261,1958,Malaysia,Government of Malaysia,152,"Government of Australia, Government of New Zealand, Government of United Kingdom",CPM,196,,2,,1,4,31/12/1957,5,31/12/1958,5,820,3
703,26101,1,3,1,0,,,,0,3,261,1959,Malaysia,Government of Malaysia,152,"Government of Australia, Government of New Zealand, Government of United Kingdom",CPM,196,,2,,1,4,31/12/1957,5,31/12/1958,5,820,3
704,26101,1,3,1,1,31/07/1960,1.0,3.0,0,3,261,1960,Malaysia,Government of Malaysia,152,"Government of Australia, Government of New Zealand, Government of United Kingdom",CPM,196,,2,,1,4,31/12/1957,5,31/12/1958,5,820,3
705,26102,2,3,1,0,,,,1,3,261,1974,Malaysia,Government of Malaysia,152,,CPM,196,,2,,1,3,31/12/1957,5,15/01/1974,2,820,3
706,26102,2,3,1,1,31/12/1975,5.0,5.0,0,3,261,1975,Malaysia,Government of Malaysia,152,,CPM,196,,2,,1,3,31/12/1957,5,15/01/1974,2,820,3
707,26103,3,3,1,1,31/12/1981,5.0,5.0,1,3,261,1981,Malaysia,Government of Malaysia,152,,CPM,196,,2,,1,3,31/12/1957,5,31/12/1981,5,820,3
708,26201,1,3,1,0,,,,0,3,262,1959,Laos,Government of Laos,149,,Pathet Lao,244,,2,,2,3,12/11/1959,1,12/11/1959,1,812,3
709,26201,1,3,2,0,,,,0,3,262,1960,Laos,Government of Laos,149,Government of Thailand,"Neutralists, Pathet Lao","245, 244",,2,,2,4,12/11/1959,1,12/11/1959,1,812,3
710,26201,1,3,1,1,26/04/1961,1.0,1.0,0,3,262,1961,Laos,Government of Laos,149,Government of Thailand,Pathet Lao,244,,2,,2,4,12/11/1959,1,12/11/1959,1,812,3
711,26202,2,3,1,0,,,,1,3,262,1963,Laos,Government of Laos,149,"Government of South Vietnam, Government of United States of America",Pathet Lao,244,Government of Vietnam (North Vietnam),2,,2,4,12/11/1959,1,31/12/1963,5,812,3
712,26202,2,3,1,0,,,,0,3,262,1964,Laos,Government of Laos,149,"Government of South Vietnam, Government of United States of America",Pathet Lao,244,Government of Vietnam (North Vietnam),2,,2,4,12/11/1959,1,31/12/1963,5,812,3
713,26202,2,3,1,0,,,,0,3,262,1965,Laos,Government of Laos,149,"Government of South Vietnam, Government of United States of America",Pathet Lao,244,Government of Vietnam (North Vietnam),2,,2,4,12/11/1959,1,31/12/1963,5,812,3
714,26202,2,3,1,0,,,,0,3,262,1966,Laos,Government of Laos,149,"Government of South Vietnam, Government of United States of America",Pathet Lao,244,Government of Vietnam (North Vietnam),2,,2,4,12/11/1959,1,31/12/1963,5,812,3
715,26202,2,3,1,0,,,,0,3,262,1967,Laos,Government of Laos,149,"Government of South Vietnam, Government of United States of America",Pathet Lao,244,Government of Vietnam (North Vietnam),2,,2,4,12/11/1959,1,31/12/1963,5,812,3
716,26202,2,3,1,0,,,,0,3,262,1968,Laos,Government of Laos,149,"Government of South Vietnam, Government of United States of America",Pathet Lao,244,Government of Vietnam (North Vietnam),2,,2,4,12/11/1959,1,31/12/1963,5,812,3
717,26202,2,3,1,0,,,,0,3,262,1969,Laos,Government of Laos,149,"Government of South Vietnam, Government of Thailand, Government of United States of America",Pathet Lao,244,Government of Vietnam (North Vietnam),2,,2,4,12/11/1959,1,31/12/1963,5,812,3
718,26202,2,3,1,0,,,,0,3,262,1970,Laos,Government of Laos,149,"Government of South Vietnam, Government of United States of America",Pathet Lao,244,Government of Vietnam (North Vietnam),2,,2,4,12/11/1959,1,31/12/1963,5,812,3
719,26202,2,3,1,0,,,,0,3,262,1971,Laos,Government of Laos,149,"Government of South Vietnam, Government of United States of America",Pathet Lao,244,Government of Vietnam (North Vietnam),2,,2,4,12/11/1959,1,31/12/1963,5,812,3
720,26202,2,3,1,0,,,,0,3,262,1972,Laos,Government of Laos,149,"Government of South Vietnam, Government of United States of America",Pathet Lao,244,Government of Vietnam (North Vietnam),2,,2,4,12/11/1959,1,31/12/1963,5,812,3
721,26202,2,3,1,1,14/09/1973,1.0,1.0,0,3,262,1973,Laos,Government of Laos,149,"Government of South Vietnam, Government of United States of America",Pathet Lao,244,Government of Vietnam (North Vietnam),2,,2,4,12/11/1959,1,31/12/1963,5,812,3
722,26203,3,3,1,0,,,,1,3,262,1989,Laos,Government of Laos,149,,LRM,246,,2,,1,3,12/11/1959,1,25/08/1989,1,812,3
723,26203,3,3,1,1,10/04/1990,5.0,3.0,0,3,262,1990,Laos,Government of Laos,149,,LRM,246,,2,,1,3,12/11/1959,1,25/08/1989,1,812,3
724,26301,1,1,2,0,,,,0,3,263,1961,Angola,Government of Portugal,36,,"FNLA, MPLA","566, 405",,1,Angola,2,1,04/02/1961,1,04/02/1961,1,540,4
725,26301,1,1,1,0,,,,0,3,263,1962,Angola,Government of Portugal,36,,FNLA,566,,1,Angola,2,1,04/02/1961,1,04/02/1961,1,540,4
726,26301,1,1,2,0,,,,0,3,263,1963,Angola,Government of Portugal,36,,"FNLA, MPLA","566, 405",,1,Angola,1,1,04/02/1961,1,04/02/1961,1,540,4
727,26301,1,1,2,0,,,,0,3,263,1964,Angola,Government of Portugal,36,,"FNLA, MPLA","566, 405",,1,Angola,1,1,04/02/1961,1,04/02/1961,1,540,4
728,26301,1,1,2,0,,,,0,3,263,1965,Angola,Government of Portugal,36,,"FNLA, MPLA","566, 405",,1,Angola,1,1,04/02/1961,1,04/02/1961,1,540,4
